X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
198,0,197.6,71.65,193.36,144.66,149,198,398,0,397.6,71.65,393.36,144.66,349,198,1198,0,1197.6,71.65,1193.36,144.66,1149,198,598,200,597.6,271.65,593.36,344.66,549,398,798,200,797.6,271.65,793.36,344.66,749,398,1198,200,1197.6,271.65,1193.36,344.66,1149,398,198,400,197.6,471.65,193.36,544.66,149,598,398,400,397.6,471.65,393.36,544.66,349,598,598,400,597.6,471.65,593.36,544.66,549,598,798,400,797.6,471.65,793.36,544.66,749,598,398,600,397.6,671.65,393.36,744.66,349,798,598,600,597.6,671.65,593.36,744.66,549,798,798,600,797.6,671.65,793.36,744.66,749,798,998,600,997.6,671.65,993.36,744.66,949,798,1198,600,1197.6,671.65,1193.36,744.66,1149,798,1398,600,1397.6,671.65,1393.36,744.66,1349,798,198,800,197.6,871.65,193.36,944.66,149,998,398,800,397.6,871.65,393.36,944.66,349,998,598,800,597.6,871.65,593.36,944.66,549,998,1398,800,1397.6,871.65,1393.36,944.66,1349,998,198,1000,197.6,1071.65,193.36,1144.66,149,1198,598,1000,597.6,1071.65,593.36,1144.66,549,1198,998,1000,997.6,1071.65,993.36,1144.66,949,1198,1398,1000,1397.6,1071.65,1393.36,1144.66,1349,1198,1398,1200,1397.6,1271.65,1393.36,1344.66,1349,1398,93811.38,83119.98,76969.09,72018.43,101121.76,91809.34,83390.67,73330.67,108320.19,103709,103160.28,85459.46,85905.96,74348.84,69035.66,59294.37,91845.06,83736.06,80355.99,66938.7,95470.5,95450.27,97590.17,91315.5,69260.68,62503.34,58982.15,57822.15,65808.99,59438.92,55065.15,49866.94,62005.45,60367.04,58571.34,49371.83,75434.61,73736.34,70117.87,55056.09,48074.3,45965.45,49142,47990.22,51379.88,49009.33,49134.34,44536.82,63977.12,56618.28,54505.35,50676.76,78131.64,67679.86,61253.28,55037.94,88616.27,78632.13,71114.24,64017.49,98160.04,93337.25,90325.56,69535.74,54989.57,52760.13,53736.31,54165.57,44935.23,46983.02,48573.8,47748.09,47576.96,49276.78,52961.74,45648.29,86679.21,84114.57,84317.99,64736.3,48302.16,51674.94,58934.86,63528.49,51107.08,51796.72,54599.37,55116.11,62947.73,62122.12,60755,55586.52,82127.74,81449.14,82506.46,63045.13,81341.18,80896.96,80769.4,73282.77,0.64,6798860.97
385,1,397.8,68.31,383,154,349,198,801,1,801,51,801,101,801,151,1198,0,1197.8,68.31,1227,144,1149,198,1398,0,1397.8,68.31,1397.18,145.84,1349,198,848,201,898,250,948,300,998,350,1198,200,1197.8,268.31,1197.18,345.84,1149,398,1,401,1,470,1,540,50,598,398,400,397.8,468.31,397.18,545.84,349,598,640,560,680,520,670,430,760,440,951,401,1001,451,1001,501,1001,551,1398,400,1397.8,468.31,1400,545.84,1349,598,998,600,997.8,668.31,997.18,745.84,949,798,1398,600,1383,667,1397.18,745.84,1349,798,448,750,397.8,868.31,356,928,349,998,598,800,597.8,868.31,597.18,945.84,549,998,798,800,797.8,868.31,797.18,1045.84,749,998,1398,800,1400,868.31,1407,946,1349,998,466,1062,397.8,1068.31,402,1147,349,1198,1198,1000,1197.8,1068.31,1171,1145,1149,1198,1416,999,1397.8,1068.31,1397.18,1145.84,1349,1248,1,1201,51,1201,1,1301,1,1351,398,1200,397.8,1268.31,397.18,1345.84,349,1398,598,1200,597.8,1268.31,626,1390,549,1398,990,1188,897.8,1268.31,997.18,1345.84,949,1398,1398,1200,1397.8,1268.31,1400,1345.84,1349,1398,92559.64,82979.72,79034.24,72912.22,96638.29,86317.3,82223.64,76891.24,99883.08,91663.15,85697.08,75735.54,108271.34,101803.22,98916.22,90128.92,74630.18,72735.18,70519.57,70916.31,81947.58,82992.13,85984.91,78006.63,74567.03,67501.78,69693.54,62888.86,71835.49,66970.75,65537.48,64837.75,61385.84,63997.55,67574.09,66563.6,66670.64,69591.68,69585.19,70524.08,94415.19,90145.35,90074.95,70946.78,70163.54,70666.18,69493.73,66448.12,85120.89,83960.78,87126.72,68239.77,61630.11,60668.72,58636.09,57743.01,60817.52,57720.46,57791.67,53800.63,63931.87,61805.21,59190.27,60325.65,84129.66,84234.04,86147.99,67224.17,55612.61,53335.17,59815.54,55593.63,68193.18,65385.7,64753.65,59945.23,83828.91,82533.28,84376.43,65906.09,62885.64,60003.8,62360.61,59695.05,55850.8,54961.53,59695.58,63465.21,58595.52,56702.1,62124.67,55588.55,57131.11,59899.53,63349.9,62819.15,82577.43,81418.84,81257.08,75165.06,0.68,7176509.02
201,1,201,51,201,101,201,151,601,1,601,70,601,140,650,198,998,0,995.9,77.36,991.78,150,893.83,198,1398,0,1395.9,77.36,1391.78,150,1293.83,198,398,200,395.9,277.36,391.78,350,293.83,398,598,200,595.9,277.36,591.78,350,493.83,398,998,200,995.9,277.36,991.78,350,893.83,398,1198,200,1195.9,277.36,1191.78,350,1093.83,398,398,400,395.9,477.36,391.78,550,293.83,598,1198,400,1195.9,477.36,1191.78,550,1093.83,598,1398,400,1395.9,477.36,1391.78,550,1293.83,598,198,600,195.9,677.36,191.78,750,93.83,798,598,600,595.9,677.36,591.78,750,493.83,798,798,600,795.9,677.36,791.78,750,693.83,798,1198,600,1195.9,677.36,1191.78,750,1093.83,798,798,800,795.9,877.36,791.78,950,693.83,998,198,1000,195.9,1077.36,191.78,1150,93.83,1198,598,1000,595.9,1077.36,591.78,1150,493.83,1198,1001,1001,1001,1051,1001,1101,1001,1151,1398,1000,1395.9,1077.36,1391.78,1150,1293.83,1198,198,1200,195.9,1277.36,191.78,1350,93.83,1398,398,1200,395.9,1277.36,391.78,1350,293.83,1398,801,1201,801,1270,801,1340,850,1398,1198,1200,1195.9,1277.36,1191.78,1350,1093.83,1398,1398,1200,1395.9,1277.36,1391.78,1350,1293.83,1398,92937.91,81695.95,75587.29,71079.41,97128.89,86926.82,79763.47,73337.82,101000.15,94536.34,88226.47,77194.94,107626.75,104360.5,101404.21,93787.1,71146.79,64052.99,62615.88,63418.18,68327.86,66089.05,64662.63,61142.43,80086.07,75586.57,69594.78,65160.07,89205.56,88011.11,87087.98,69212.37,58131.29,61948.4,63098.48,62710.25,79148.79,75382.39,71406.74,64208.15,94772.77,90258.67,87144.99,77304.29,63495.91,62627.19,62349.65,64201.16,63558.7,61664.09,58860.98,57290.88,68458.59,66363.49,66364.4,60186.86,69434.1,77630.85,82695.63,74153.95,65433.62,69286.12,66992.88,61325.62,64593.72,62099.06,59237.84,58963.28,59281.86,59813.3,61418.34,57010.72,78079.88,72710.6,69162.54,64696.29,88765.37,87915.71,85929.29,67114.6,54720.35,55738.69,58329.84,64653.54,55656.04,57467.19,58940.3,57880.21,59063.48,60334.35,60154.09,61088.55,65464.42,64726.19,64893.85,63132.52,82982.03,82906.47,80913.82,70262.96,0.68,7155985.57
198,0,197.07,78.77,197.18,155.01,88.52,198,398,0,397.07,78.77,397.18,155.01,288.52,198,798,0,797.07,78.77,797.18,155.01,688.52,198,998,0,997.07,78.77,997.18,155.01,888.52,198,1398,0,1397.07,78.77,1397.18,155.01,1288.52,198,398,200,397.07,278.77,397.18,355.01,288.52,398,798,200,797.07,278.77,797.18,355.01,688.52,398,1198,200,1197.07,278.77,1197.18,355.01,1088.52,398,1398,200,1397.07,278.77,1397.18,355.01,1288.52,398,198,400,197.07,478.77,197.18,555.01,88.52,598,1198,400,1197.07,478.77,1197.18,555.01,1088.52,598,198,600,197.07,678.77,197.18,755.01,88.52,798,598,600,597.07,678.77,597.18,755.01,488.52,798,1198,600,1197.07,678.77,1197.18,755.01,1088.52,798,398,800,397.07,878.77,397.18,955.01,288.52,998,998,800,997.07,878.77,997.18,955.01,888.52,998,1198,800,1197.07,878.77,1197.18,955.01,1088.52,998,1398,800,1397.07,878.77,1397.18,955.01,1288.52,998,198,1000,197.07,1078.77,197.18,1155.01,88.52,1198,198,1200,197.07,1278.77,197.18,1355.01,88.52,1398,398,1200,397.07,1278.77,397.18,1355.01,288.52,1398,798,1200,797.07,1278.77,797.18,1355.01,688.52,1398,998,1200,997.07,1278.77,997.18,1355.01,888.52,1398,1198,1200,1197.07,1278.77,1197.18,1355.01,1088.52,1398,1398,1200,1397.07,1278.77,1397.18,1355.01,1288.52,1398,90185.13,79031.46,72141.92,70433.98,93995.77,82534.83,74850.17,64986.75,96271.05,84568.42,77552.56,71391.9,101970.76,92015.39,83248.42,73396.46,107128.35,103332.42,101721.82,85496.93,65027.25,64329.91,64666.69,65196.26,67879.88,67397.67,67058.02,65593.59,82183.57,78124.18,75515.62,67317.5,94956.25,94246.54,91377.04,80025.18,66373.07,67170.53,67296.95,63431.81,70252.07,79481.54,84587.6,70148.94,61340.95,63280.43,61281.02,63193.86,69890.81,68438.52,65986.8,60825.29,82721.61,84105.57,82173.81,66560.03,59577.57,58745.07,62299.99,61553.33,63956.12,62941.36,62506.4,61249.51,75308.3,73439.62,68453.78,63824.14,89681.15,87236.7,84725.66,73148.92,61182.3,64409.05,64268.55,61431.1,59158.37,57168.25,56861.99,63882.7,61596.88,57802.76,56867.27,57863.48,63599.98,58572.2,56900.58,57166.33,68404.74,63919.5,60014.59,58093.49,75979.95,72849.59,67560.58,61033.69,86329.23,85465.56,83093.6,72036.57,0.68,7217851.34
398,0,397.18,80.53,393.59,150,277.58,198,598,0,597.18,80.53,593.59,150,477.58,198,598,200,597.18,280.53,593.59,350,477.58,398,1198,200,1197.18,280.53,1193.59,350,1077.58,398,198,400,197.18,480.53,193.59,550,77.58,598,598,400,597.18,480.53,593.59,550,477.58,598,798,400,797.18,480.53,793.59,550,677.58,598,998,400,997.18,480.53,993.59,550,877.58,598,1198,400,1197.18,480.53,1193.59,550,1077.58,598,1398,400,1397.18,480.53,1393.59,550,1277.58,598,198,600,197.18,680.53,193.59,750,77.58,798,398,600,397.18,680.53,393.59,750,277.58,798,798,600,797.18,680.53,793.59,750,677.58,798,198,800,197.18,880.53,193.59,950,77.58,998,598,800,597.18,880.53,593.59,950,477.58,998,1198,800,1197.18,880.53,1193.59,950,1077.58,998,1398,800,1397.18,880.53,1393.59,950,1277.58,998,198,1000,197.18,1080.53,193.59,1150,77.58,1198,598,1000,597.18,1080.53,593.59,1150,477.58,1198,998,1000,997.18,1080.53,993.59,1150,877.58,1198,1398,1000,1397.18,1080.53,1393.59,1150,1277.58,1198,198,1200,197.18,1280.53,193.59,1350,77.58,1398,798,1200,797.18,1280.53,793.59,1350,677.58,1398,998,1200,997.18,1280.53,993.59,1350,877.58,1398,1398,1200,1397.18,1280.53,1393.59,1350,1277.58,1398,98877.13,88797.03,80124.68,76773.86,106162.52,99426.74,93108.94,76393.98,85532.22,80581.46,76080.69,68560.67,108261.51,102413.57,96707.59,80862.13,73791.43,67741.66,65059.38,64732.19,69162.77,66712.76,61708.41,60409.17,76302.03,67092.84,62340.57,60175.65,77388.2,71346.5,66845.87,65375.96,88145.98,83326.7,75613.2,70060.24,101948.25,96753.09,91941.34,81623.64,58272.89,58342.15,55814.42,58962.72,61048.04,58466.51,56724.76,53274.38,59304.42,65855.31,66549.52,61876.71,52488.84,55606.45,55305.24,56941.69,58039.07,58709.04,59350.8,52370.13,78908.92,74069.77,67564.92,62775.14,90473.71,88297.91,86665.52,68314.46,52556.76,54449.54,56751.97,58385.98,56417.1,54908.2,52439.84,51270.15,59850.64,62369.44,62657.24,53133.9,83645.31,84210.57,83700.2,65326.9,53969.31,57104.14,61037.51,66798.06,51920.72,52908.2,53583.11,55900.14,60782.58,61864.04,62331.5,57678.01,81287.26,82879.35,81186.08,70070.12,0.66,6968009.85
398,0,396.13,73.96,393.7,150,286.12,198,798,0,796.13,73.96,793.7,150,686.12,198,1398,0,1396.13,73.96,1393.7,150,1286.12,198,198,200,196.13,273.96,193.7,350,86.12,398,598,200,596.13,273.96,593.7,350,486.12,398,998,200,996.13,273.96,993.7,350,886.12,398,1198,200,1196.13,273.96,1193.7,350,1086.12,398,1398,200,1396.13,273.96,1393.7,350,1286.12,398,398,400,396.13,473.96,393.7,550,286.12,598,998,400,996.13,473.96,993.7,550,886.12,598,1198,400,1196.13,473.96,1193.7,550,1086.12,598,1398,400,1396.13,473.96,1393.7,550,1286.12,598,598,600,596.13,673.96,593.7,750,486.12,798,998,600,996.13,673.96,993.7,750,886.12,798,1198,600,1196.13,673.96,1193.7,750,1086.12,798,198,800,196.13,873.96,193.7,950,86.12,998,598,800,596.13,873.96,593.7,950,486.12,998,1398,800,1396.13,873.96,1393.7,950,1286.12,998,398,1000,396.13,1073.96,393.7,1150,286.12,1198,798,1000,796.13,1073.96,793.7,1150,686.12,1198,998,1000,996.13,1073.96,993.7,1150,886.12,1198,1198,1000,1196.13,1073.96,1193.7,1150,1086.12,1198,1398,1000,1396.13,1073.96,1393.7,1150,1286.12,1198,798,1200,796.13,1273.96,793.7,1350,686.12,1398,1398,1200,1396.13,1273.96,1393.7,1350,1286.12,1398,94888.85,86140.92,79369.2,74197.23,101116.8,92455.38,85444.09,77392.14,107860.2,103479.56,103517.03,87442.7,74038.5,67845.35,66456.63,66300.98,74261.83,66569.56,65384.3,63065.3,83923.06,73428.01,66525.28,62376.94,85953.96,80510.44,75128.42,64082.66,96865.53,95210.29,93325.61,74268.37,61546.63,58611.66,58390.21,58887.25,60138.17,59671.83,58650.78,56023.68,67081.62,68407.52,68233.4,59662.73,89054.71,87764.43,85549.32,75088.4,58537.72,56667.65,58176.21,57206.81,54952.58,58995.42,60325.66,58917.91,66877.4,73330.48,75344.05,65122.66,63707.27,61093.13,58504.94,60845.98,55957.47,58432.17,57757.23,56341.59,86456,83983.56,84052.47,66009.59,54237.55,52442.86,54006.74,57755.88,59377.25,55028.29,52653.14,51167.35,62797.88,58395.51,55071.68,51959.18,64076.76,64214.8,61406.57,54178.36,81689.12,82212.76,82107.29,62986.6,50205.32,57564.38,63985.95,62089.55,80666.82,80264.84,79296.05,69553.57,0.66,6960575.44
1,1,1,51,1,101,1,151,398,0,397.07,78.06,393.7,150,287.36,198,598,0,597.07,78.06,593.7,150,487.36,248,1198,0,1197.07,78.06,1193.7,150,1087.36,198,1398,0,1397.07,78.06,1393.7,150,1287.36,198,398,200,397.07,278.06,393.7,350,287.36,398,998,200,997.07,278.06,993.7,350,937.36,348,1398,200,1397.07,278.06,1393.7,350,1287.36,398,1,401,1,451,0,501,1,551,598,400,597.07,478.06,593.7,550,487.36,598,798,400,797.07,478.06,793.7,550,687.36,598,1198,400,1197.07,478.06,1193.7,550,1087.36,598,1398,400,1397.07,478.06,1393.7,550,1287.36,598,198,600,197.07,678.06,193.7,750,87.36,798,398,600,397.07,678.06,393.7,750,287.36,798,1,801,1,870,1,940,50,998,1198,800,1197.07,878.06,1193.7,950,1037.36,998,1398,800,1397.07,878.06,1393.7,950,1287.36,998,798,1000,797.07,1078.06,793.7,1150,687.36,1198,1398,1000,1397.07,1078.06,1393.7,1150,1287.36,1198,198,1200,197.07,1278.06,193.7,1350,87.36,1398,401,1400,500,1348,500,1398,600,1400,998,1200,997.07,1278.06,993.7,1350,887.36,1398,1198,1200,1197.07,1278.06,1193.7,1400,1087.36,1398,1398,1200,1397.07,1278.06,1393.7,1350,1287.36,1398,90750.75,79189.84,74037.5,69522.34,94636.96,83551.4,77312.77,68429.61,97513.51,86788.26,80192.29,70445.72,102997.64,94577.19,85992.86,83218.19,107264.3,102022.12,99117.52,81904.02,68577.86,64284.56,62591.9,64618.92,81408.96,76130.14,71579.41,68703.64,93538.34,93417.33,93430.36,78365.12,70766.39,63216.02,61643.11,59074.95,67277.81,62896,62010.13,61497.71,69577.13,66231.75,65689.97,63980.81,73697.47,74851.7,73175.77,70642.1,89501.66,89464.26,87340.09,77322.37,62799.16,61119.82,61614.63,64937.77,62738.08,62944.27,64062.38,59545.72,65874.04,63014.06,63104.45,63650.14,80956.39,75949.83,69933.88,66743.84,88413.23,86610.63,85914.58,67528.35,64284.65,63403.05,61801.28,56148.99,83883.75,83778.3,83879.38,66416.15,62694.11,63162.81,62582.19,66354.56,55692.75,60191.51,57428.51,62629.99,63598.46,61431.03,58502.58,60537.97,64584.46,66750.3,64805.92,62055.45,82100.66,82927.78,81421.88,71803.97,0.69,7309508.07
40,160,80,120,120,80,160,40,348,0,397.46,75.02,393.27,150,249,197.98,598,0,597.46,75.02,593.27,150,549,197.98,998,0,947.46,75.02,993.27,150,999,247.98,1198,0,1197.46,75.02,1193.27,150,1149,197.98,1398,0,1347.46,25.02,1393.27,150,1349,197.98,348,250,397.46,275.02,393.27,350,349,397.98,1198,200,1197.46,275.02,1193.27,350,1149,397.98,201,401,201,470,201,540,250,598,1001,401,1001,351,1001,501,1001,551,1398,400,1397.46,475.02,1393.27,550,1349,597.98,1,601,1,670,0,740,50,798,998,600,997.46,675.02,993.27,750,949,797.98,1198,600,1197.46,675.02,1193.27,750,1149,797.98,598,800,597.46,875.02,593.27,950,549,997.98,798,800,797.46,875.02,793.27,950,749,997.98,1248,800,1197.46,875.02,1193.27,950,1149,997.98,398,1000,397.46,1075.02,393.27,1150,349,1247.98,801,1001,801,1051,801,1101,801,1151,1248,1001,1298,1050,1348,1100,1398,1150,198,1200,197.46,1275.02,193.27,1350,49,1400,598,1200,497.46,1375.02,593.27,1350,549,1400,998,1200,947.46,1275.02,993.27,1350,949,1397.98,1198,1200,1197.46,1275.02,1193.27,1350,1149,1400,1398,1200,1397.46,1275.02,1393.27,1350,1349,1397.98,68125.55,71200.41,76840.16,86680,90972.24,79865.14,73031.67,66106.78,94469.64,84457.36,78187.78,70290.74,95680.17,86269.55,78217.88,74759.47,99825.27,89294.48,88414.41,73085.55,106420.62,95528.49,99222.35,88652.73,64501.27,64992.77,64381.57,62990.19,80476.39,82395.2,84777.71,75283.11,65054.12,64980.06,65452.87,63893.47,68247.26,72450.47,73540.81,70574.94,92801.41,89533.62,87754.47,79330.03,68287.1,65148.77,63620.01,58956.16,69459.54,71038.99,68479.67,65192.13,76966.87,79934.5,79501.25,69552.93,63016.1,59438.42,56020.89,53545.22,64441.43,64329.25,66495.75,53366.96,83277.26,81246.07,80711.79,63466.65,56466.29,55356.45,56813.16,58793.32,61888.64,58845.16,57946.97,56506.78,80316.51,81449.27,82158.49,86366.92,61400.79,59807.28,63069.3,68808.6,55707.65,55398.51,59927.4,58525.86,60638.2,57100.78,57773.71,57522.34,69230.85,66846.24,65499.39,62094.37,82351.9,84271.27,81727.5,72221.35,0.68,7207335.14
198,0,197.07,78.19,193,150,77.32,198,398,0,397.07,78.19,393,150,277.32,198,798,0,797.07,78.19,793,150,677.32,198,998,0,997.07,78.19,993,150,877.32,198,1398,0,1397.07,78.19,1393,150,1277.32,198,198,200,197.07,278.19,193,350,77.32,398,398,200,397.07,278.19,393,350,277.32,398,798,200,797.07,278.19,793,350,677.32,398,1198,200,1197.07,278.19,1193,350,1077.32,398,598,400,597.07,478.19,593,550,477.32,598,1198,400,1197.07,478.19,1193,550,1077.32,598,198,600,197.07,678.19,193,750,77.32,798,798,600,797.07,678.19,793,750,677.32,798,998,600,997.07,678.19,993,750,877.32,798,398,800,397.07,878.19,393,950,277.32,998,1198,800,1197.07,878.19,1193,950,1077.32,998,198,1000,197.07,1078.19,193,1150,77.32,1198,998,1000,997.07,1078.19,993,1150,877.32,1198,1198,1000,1197.07,1078.19,1193,1150,1077.32,1198,198,1200,197.07,1278.19,193,1350,77.32,1398,398,1200,397.07,1278.19,393,1350,277.32,1398,598,1200,597.07,1278.19,593,1350,477.32,1398,798,1200,797.07,1278.19,793,1350,677.32,1398,1198,1200,1197.07,1278.19,1193,1350,1077.32,1398,1398,1200,1397.07,1278.19,1393,1350,1277.32,1398,90514.73,79026.01,72811.13,69205.98,94290.82,82837.78,75775.12,65544.92,96237.07,85496.66,79269.99,73189.45,102031.62,93383.05,85818.35,76679.39,107493.95,104127.9,101187.1,92144.55,62859.67,61824.01,60404.69,64064.69,68169.46,65499.2,61955.94,58596.04,71203.44,72067.65,71799.32,68980.83,86937.76,88697.95,90860.31,75269.25,65454.57,65359.68,64563.36,62639.67,87239.32,87968.1,86796.05,79350.8,65426.77,65985.31,65800.69,64095.05,68488.67,66492.76,63184.34,62567.26,73739.24,79823.52,79803.97,67734.92,64517.52,62638.21,64389.42,61672.6,87721.83,85350.37,85379.47,68104.52,62716.26,63490.46,63066.17,59883.34,65211.01,66592.67,62965.2,58166.56,83058.08,82713.36,79821.51,61103.89,57677.25,55930.29,55934.46,63710.85,58350.6,55294.09,52832.57,55337.27,60240.22,56351.76,53929.54,52880.31,57557.63,57373.29,59728.16,57778.08,74415.96,72213.78,66991.64,63037.41,87929.11,85755.27,83359.73,74556.41,0.68,7186497.97
198,0,197.18,80.53,193.59,150,77.58,198,798,0,797.18,80.53,793.59,150,677.58,198,998,0,997.18,80.53,993.59,150,877.58,198,1398,0,1397.18,80.53,1393.59,150,1277.58,198,198,200,197.18,280.53,193.59,350,77.58,398,398,200,397.18,280.53,393.59,350,277.58,398,998,200,997.18,280.53,993.59,350,877.58,398,598,400,597.18,480.53,593.59,550,477.58,598,998,400,997.18,480.53,993.59,550,877.58,598,1198,400,1197.18,480.53,1193.59,550,1077.58,598,1398,400,1397.18,480.53,1393.59,550,1277.58,598,598,600,597.18,680.53,593.59,750,477.58,798,998,600,997.18,680.53,993.59,750,877.58,798,198,800,197.18,880.53,193.59,950,77.58,998,998,800,997.18,880.53,993.59,950,877.58,998,1198,800,1197.18,880.53,1193.59,950,1077.58,998,1398,800,1397.18,880.53,1393.59,950,1277.58,998,398,1000,397.18,1080.53,393.59,1150,277.58,1198,598,1000,597.18,1080.53,593.59,1150,477.58,1198,1398,1000,1397.18,1080.53,1393.59,1150,1277.58,1198,198,1200,197.18,1280.53,193.59,1350,77.58,1398,398,1200,397.18,1280.53,393.59,1350,277.58,1398,798,1200,797.18,1280.53,793.59,1350,677.58,1398,1198,1200,1197.18,1280.53,1193.59,1350,1077.58,1398,1398,1200,1397.18,1280.53,1393.59,1350,1277.58,1398,94636.65,85553.37,80333.18,73685.04,96540.65,86481.63,79670.08,77551.23,101309.15,94179.3,88307.32,75987.01,107550.19,104106.97,101336.1,93602.77,72513.9,68948.76,64004.12,65642.08,79049.63,70758.51,66035.54,61830.95,83809.72,83632.3,80794.52,70592.02,70145.24,63131.89,60053.18,58509.3,74658.93,72505.7,67263.67,61775.81,86878.71,80382.72,73515.46,70373.51,97172.34,93522.33,89667.95,79383.77,57676.15,58568.61,58667.34,62261.56,64829.57,71377.68,71487.99,59056.01,66901.27,63247.1,60951.84,62575.42,66101.27,62065.61,58111.61,58003.1,78307.23,72381.46,65513.87,59039.6,89926.44,87174.59,84925.92,66942.12,60345.08,55460.11,53781.91,55001.97,61981.55,60432.64,58732.02,53112.7,82479.84,82776.07,82822.17,66206.05,56136.43,57999.94,57820.65,65053.87,51771.91,55205.37,57640.69,59582.84,61722.33,59828.34,61169.33,59268.59,62542.41,67357.19,66319.77,62748.9,80723.18,81520.31,80681.6,71261.91,0.68,7162964.24
1,1,1,51,1,101,1,151,398,0,397.07,78.06,393.7,150,287.36,198,598,0,597.07,78.06,593.7,150,487.36,198,1198,0,1197.07,78.06,1193.7,150,1087.36,198,1398,0,1397.07,78.06,1393.7,150,1287.36,198,398,200,397.07,278.06,393.7,350,287.36,398,998,200,997.07,278.06,993.7,350,887.36,398,1398,200,1397.07,278.06,1393.7,350,1287.36,398,1,401,1,451,1,501,1,551,598,400,597.07,478.06,593.7,550,487.36,598,798,400,797.07,478.06,793.7,550,687.36,598,1198,400,1197.07,478.06,1193.7,550,1087.36,598,1398,400,1397.07,478.06,1393.7,550,1287.36,598,198,600,197.07,678.06,193.7,750,87.36,798,398,600,397.07,678.06,393.7,750,287.36,798,1,801,1,870,1,940,50,998,1198,800,1197.07,878.06,1193.7,950,1087.36,998,1398,800,1397.07,878.06,1393.7,950,1287.36,998,798,1000,797.07,1078.06,793.7,1150,687.36,1198,1398,1000,1397.07,1078.06,1393.7,1150,1287.36,1198,198,1200,197.07,1278.06,193.7,1350,87.36,1398,401,1398,450,1398,500,1398,550,1398,998,1200,997.07,1278.06,993.7,1350,887.36,1398,1198,1200,1197.07,1278.06,1193.7,1350,1087.36,1398,1398,1200,1397.07,1278.06,1393.7,1350,1287.36,1398,91185.21,79285.92,73988.04,69866,94787.84,83427.54,75817.55,68939.46,97933.43,86439.11,80081.77,71547.86,102870.05,94257.78,86308.24,82931.43,107262.63,102031.04,99017.35,81754.58,66793.09,64959.48,64102.38,64166.34,80899.76,76540.16,73457.35,70057.04,93570.93,93398.62,93392.21,78186.86,71011.86,63164.2,61621.49,59166.04,67255.27,62622.7,61864.41,61191.09,68661.93,65059.92,64882.09,63842.9,73925.35,75083.76,73362.52,70652.88,89603.15,89514.93,87279.39,77946.33,62999.11,60946.17,61506.77,64694.4,62971.36,62631.01,63822.07,59727.22,66331.89,63021.86,63034.5,63591.5,81073.45,76022.14,69786.82,64928.81,88482.75,86635.87,85940.21,67580.54,64892.75,63696.38,60901.7,56155.33,83754.3,83991.25,83750.66,66092.96,63956.49,63265.08,63054.84,66258.85,54056.92,54557.48,58446.82,62651.84,63721.68,60136.16,58602.98,60929.58,64405.55,67290.98,65983.39,62305.67,82046.22,82740.12,81011.54,70962.32,0.69,7303589.25
